"","variable","value"
"430","W_FSTURWT17",0.00665201304110968
"431","ST078Q02NA",0.00633014172255323
"432","PA009Q05NA",0.00618337005127081
"433","W_FSTURWT13",0.00595195571518689
"434","SOIAICT",0.00587996620547416
"435","ST063Q02NA",0.00581480920726524
"436","W_FSTURWT66",0.00565262467668445
"437","EC003Q06NA",0.00534500986249967
"438","ST008Q04TA",0.00521445299349014
"439","W_FSTURWT37",0.00515547122241489
"440","PA021Q04NA",0.00509250000911783
"441","W_FSTURWT80",0.005069995077717
"442","ST095Q13NA",0.00488191509448002
"443","W_FSTURWT33",0.00464997847668011
"444","ST103Q11NA",0.00464240126157077
"445","W_FSTURWT53",0.00464162937624115
"446","W_FSTURWT26",0.00459183794183286
"447","EC022Q02NA",0.00454016169146261
"448","W_FSTURWT34",0.00448583255381804
"449","PA007Q03TA",0.00448217574266073
"450","W_FSTURWT61",0.0043581852426698
"451","ST097Q04TA",0.00427408516201362
"452","W_FSTURWT49",0.00402628479408052
"453","PA019Q03NA",0.00375649762691629
"454","ST011Q16NA",0.00340565949649041
"455","PA032Q04TA",0.00316015242989037
"456","PA008Q06NA",0.00278426641357194
"457","W_FSTURWT64",0.0025978193233345
"458","ST008Q01TA",0.00243316829540899
"459","W_FSTURWT63",0.00229209401900249
"460","EC010Q04NA",0.00205259007241899
"461","EC024Q06NA",0.00175911446066995
"462","IC011Q04TA",0.00165910020954948
"463","UNIT",0.000884459347332851
"464","ST146Q07NA",0.000567644238253151
"465","PV3READ",0.000419027942270797
"466","EC004Q01NA",0.00040683132334948
"467","ST039Q06NA",0.000262484891254711
"468","ST006Q03TA",-0.00124816889994985
"469","ST098Q09TA",-0.00127747633658652
"470","ST078Q01NA",-0.00137565101026246
"471","PA019Q07NA",-0.00174707061451498
"472","ST100Q01TA",-0.00196454917599996
"473","PA001Q03TA",-0.00275641780070873
"474","LMINS",-0.00305837844097653
"475","ST103Q03NA",-0.00355255242479003
"476","EC020Q04NA",-0.00367833447026426
"477","ST119Q03NA",-0.00387321199936994
"478","ST039Q04NA",-0.00391185983799782
"479","ST021Q01TA",-0.00393651039833274
"480","ST100Q04TA",-0.00425463101271983
"481","IC008Q05TA",-0.0042599946424367
"482","ST011Q06TA",-0.00430478978413112
"483","ST092Q05TA",-0.00525451222005315
"484","IMMIG",-0.00579188922306079
"485","IC011Q08TA",-0.00586872728058074
"486","ST063Q06NB",-0.00617687218968008
"487","PA027Q04NA",-0.00660395262003619
"488","EC003Q04NA",-0.00692405220660194
"489","PV10READ",-0.00730102778211725
"490","ST019CQ01T",-0.00742924507577069
"491","PERFEED",-0.00773970015561836
"492","ST118Q02NA",-0.00777588579430515
"493","EC001Q10NA",-0.00806998590175011
"494","PV2READ",-0.00822455423651596
"495","ST124Q01TA",-0.00842970069503859
"496","ST039Q05NA",-0.0086682512522878
"497","PV1READ",-0.0090441992333206
"498","ST063Q01NA",-0.00933317153141509
"499","IC013Q05NA",-0.00948756113036705
"500","ST076Q05NA",-0.00954985084651116
"501","ST063Q05NA",-0.00975890256005976
"502","ST146Q09NA",-0.00984938553700375
"503","ST011Q01TA",-0.00994229489588762
"504","ST092Q09NA",-0.00997191628032074
"505","ST104Q03NA",-0.00998082810171582
"506","IC009Q05NA",-0.0104002825513071
"507","PV8READ",-0.0106483311715751
"508","PA007Q12NA",-0.0106650808403735
"509","ST003D02T",-0.0108817405765475
"510","IC008Q02TA",-0.011376516876854
"511","ST111Q01TA",-0.0115464292972142
"512","PRESUPP",-0.0117415910453761
"513","PA009Q06NA",-0.0118726670622567
"514","ST071Q03NA",-0.0119862476024187
"515","ADDSCIIN",-0.0128633310494725
"516","ST063Q06NA",-0.01320712022303
"517","PA020Q02NA",-0.0132658383788796
"518","AUTICT",-0.0136716835969082
"519","ANXTEST",-0.013693824642314
"520","IC003Q01TA",-0.0142059285395647
"521","ST011Q05TA",-0.0142630929537202
"522","ISCEDL",-0.014298266930058
"523","PV2SSLI",-0.0144849084530539
"524","PV4READ",-0.0148563796761475
"525","PV7READ",-0.0152539794934016
"526","PA027Q05NA",-0.0154407605559201
"527","PA009Q04NA",-0.0155224497276384
"528","ST104Q02NA",-0.0155763967750918
"529","PV9READ",-0.0156009877708229
"530","ST063Q04NA",-0.0156603840070005
"531","ST076Q07NA",-0.0158716847815644
"532","ST034Q02TA",-0.0161025167251404
"533","PV5SSLI",-0.0161340229805392
"534","ST006Q01TA",-0.0161633619846745
"535","TEACHSUP",-0.0162750997888105
"536","PV5READ",-0.0169141132668161
"537","IC010Q08TA",-0.0169603752979192
"538","EC012Q03NA",-0.0169617347995578
"539","SCCHANGE",-0.0171439554583352
"540","ST019AQ01T",-0.0172457133348659
"541","PA027Q01NA",-0.0174506591110517
"542","EC001Q09NA",-0.0177430989651934
"543","EC013Q07NA",-0.0179120785843999
"544","PV6READ",-0.0182512498916314
"545","PA002Q07NA",-0.0183250695969617
"546","ST118Q01NA",-0.0183670342374636
"547","PV3SSLI",-0.0185286841838369
"548","ST063Q03NB",-0.0185621763162808
"549","PV6SSLI",-0.0188277107668743
"550","ST104Q04NA",-0.018937929301601
"551","IC010Q09NA",-0.0197018954499906
"552","ST127Q02TA",-0.0197901462355652
"553","PA035Q07NA",-0.019897398553527
"554","PA006Q07TA",-0.0202356511751425
"555","ST118Q03NA",-0.0204615613773413
"556","PV7SSLI",-0.0205051462200781
"557","EC020Q06NA",-0.0206704867271987
"558","EC005Q04NA",-0.0207413410974255
"559","PV1SSLI",-0.0208206195433109
"560","PA007Q06TA",-0.0209409424294284
"561","EC024Q02NA",-0.0209974386455359
"562","HOMESCH",-0.0212902419882275
"563","PV4SSLI",-0.0215254869181637
"564","EC027Q02NA",-0.0216578789021243
"565","PV9SSLI",-0.0220903890813739
"566","ST095Q04NA",-0.0221296793699633
"567","ST121Q02NA",-0.0222594973081292
"568","ST039Q03NA",-0.0223141007725594
"569","PV8SSLI",-0.0223537502663883
"570","CHANGE",-0.0223778543096679
"571","ST019BQ01T",-0.0240990103841541
"572","IC008Q09TA",-0.0241927412150248
"573","ST078Q05NA",-0.0243464029795262
"574","IC010Q05NA",-0.0247332249340555
"575","PV10SSLI",-0.0248327729014132
"576","IC002Q01NA",-0.0249104412878308
"577","EC022Q06NA",-0.0254101005170553
"578","EC014Q01NA",-0.0255797581352643
"579","ST082Q09NA",-0.0258093545296962
"580","ST034Q03TA",-0.0259222759487833
"581","EC027Q01NA",-0.0260807076726315
"582","EC026Q01NA",-0.0262332664538762
"583","IC010Q07TA",-0.0262880759229823
"584","ST104Q05NA",-0.0263823771004061
"585","PV3SCED",-0.026464049933701
"586","ST113Q02TA",-0.0265867322400377
"587","EC012Q04NA",-0.0266859284816305
"588","ST071Q02NA",-0.0268312295472998
"589","PA006Q06TA",-0.0271885589525183
"590","PA027Q02NA",-0.027584912639769
"591","PA035Q05TA",-0.0278377314336738
"592","ST125Q01NA",-0.0279283758121357
"593","EC018Q04NA",-0.0284559484414408
"594","PA030Q01NA",-0.0288714027463976
"595","CPSVALUE",-0.0291322345562673
"596","EC008Q02NA",-0.0295230849710976
"597","HADDINST",-0.029703507208632
"598","EC030Q03NA",-0.0309014082225659
"599","PA002Q01TA",-0.0314052931131828
"600","ST113Q04TA",-0.0314404930400395
"601","EC023Q09NA",-0.0315096793518155
"602","ST003D03T",-0.0319372426546023
"603","ST063Q02NB",-0.0319567659957528
"604","PA003Q06NA",-0.0319611822728435
"605","IC008Q07NA",-0.0320084347233523
"606","IC001Q04TA",-0.0322377987088664
"607","ST008Q03TA",-0.0323223501743164
"608","unfairteacher",-0.0324051975837725
"609","EC030Q04NA",-0.0336721828516133
"610","ST012Q05NA",-0.0342650350818605
"611","EC022Q04NA",-0.0342906130893854
"612","ST121Q01NA",-0.0343284061590009
"613","ST113Q03TA",-0.0344397227420821
"614","EC010Q10NA",-0.0346007855165125
"615","EC033Q01NA",-0.0347356012770151
"616","ST118Q04NA",-0.0348319703094729
"617","ST076Q09NA",-0.0350466222410675
"618","IC001Q07TA",-0.0351916133379066
"619","EC012Q06NA",-0.0352086669629829
"620","PV5SCED",-0.0354582592697469
"621","PA019Q01NA",-0.0354997905774651
"622","ST129Q06TA",-0.0356497823690184
"623","EC030Q05NA",-0.0356524489787768
"624","EC020Q10NA",-0.0360292589700481
"625","ST011Q02TA",-0.0361697824160218
"626","ST076Q10NA",-0.0361866401743584
"627","OUTHOURS",-0.0363663672856609
"628","ST113Q01TA",-0.0367535081438637
"629","ST078Q03NA",-0.0380197159307223
"630","PA033Q08TA",-0.0380340331801441
"631","PA006Q08TA",-0.0381954084826186
"632","PV10SCED",-0.0383306366037165
"633","EC012Q02NA",-0.0388823443677977
"634","PV10SSES",-0.0396018916835714
"635","ST097Q05TA",-0.0398822729219484
"636","PA006Q09TA",-0.0399724812203586
"637","PV1SCED",-0.0400639129064485
"638","PV1SKCO",-0.0401878298112116
"639","PA032Q02TA",-0.0405740148989695
"640","IC015Q02NA",-0.0412244166656704
"641","PA019Q05NA",-0.0412615693963929
"642","EC024Q08NA",-0.0418461903718739
"643","IC010Q02NA",-0.0424585450524518
"644","PA003Q04NA",-0.0430155662744795
"645","ST082Q13NA",-0.043176222506551
"646","PV3SKPE",-0.0432783957046877
"647","EC023Q11NA",-0.0434908987138127
"648","PV8SCEP",-0.0437316933777667
"649","PV6SCED",-0.0438873258059326
"650","ST098Q10NA",-0.0439874450784359
"651","PV3SCEP",-0.0441809624647774
"652","EC015Q02NA",-0.0442057434595772
"653","PV7SCED",-0.0442395759148638
"654","ST098Q06TA",-0.0442815512249437
"655","ST098Q03NA",-0.0443257030903849
"656","PA007Q02TA",-0.0444632585884224
"657","PV3SCIE",-0.0444977295247502
"658","PV10SCIE",-0.0445420707254454
"659","PV5SCIE",-0.0449279292362541
"660","PV8SCED",-0.0454328145490567
"661","EC010Q06NA",-0.0454998302073942
"662","TMINS",-0.0455639661454835
"663","PV4SKPE",-0.0456145501365832
"664","EC005Q08NA",-0.0459131677336208
"665","EC031Q01TA",-0.0459169755475271
"666","PV4SCIE",-0.0460218240144785
"667","PV7SKPE",-0.0460780797594236
"668","ST008Q02TA",-0.0461015620545495
"669","PV1SCEP",-0.0461282066487126
"670","PV5SKCO",-0.0461379283218296
"671","PV7SCEP",-0.0462779520109677
"672","PV7SSES",-0.0463147371042347
